StartTime   Error   TimeTaken   GlueVersion DPU_hours  NumWorkers RunID Size    Source  EndTime Timeout   WorkerType
2026-02-10T17:47:32.981000+00:00	None	5860	5.0	10.0	5	jr_7c4eb4926c287a395f8a99cf56f2a9ab647ba455b67ae3e92002b8a7906f8993	7.1	sangraha_ml	2026-02-10T16:09:42.349000+00:00	1200	G.2X
2026-02-10T16:30:57.232000+00:00	None	2382	5.0	10.0	5	jr_466463b79b292467b6c6512c4c611280113705e3008bd6b69256c1d2c475e28e	2.3	sangraha_or	2026-02-10T15:51:05.094000+00:00	1200	G.2X
2026-02-10T16:29:20.830000+00:00	None	2290	5.0	10.0	5	jr_a0add99bf74fd5f32dd0b54c07709735a104d16608096274fa4bd55fa2cc7c5a	2.1	sangraha_pa	2026-02-10T15:50:55.275000+00:00	1200	G.2X
2026-02-10T16:29:37.534000+00:00	None	2325	5.0	4.0	2	jr_bb3cf9e4c4446f846a03f58b85d14fe77714d84109966c26b6eeb7a359c22185	0.6	sangraha_as	2026-02-10T15:50:42.270000+00:00	1200	G.2X
2026-02-10T14:52:21.009000+00:00	None	8709	5.0	10.0	5	jr_7bc393e6805d21f108cdfa14bbb39bec6369a3726bce7f88406edae334531f9f	10	sangraha_te	2026-02-10T12:27:01.935000+00:00	1200	G.2X
2026-02-10T14:27:12.931000+00:00	None	8238	5.0	10.0	5	jr_75fb53ef6a70b7d6c60f1d8302f98da958d5f206bd9dedf7ea6bf93da03cb44a	10	books	2026-02-10T12:09:43.815000+00:00	1200	G.2X
2026-02-10T12:25:38.798000+00:00	None	2331	5.0	10.0	5	jr_5b3ea072e6e199ca2515559cc3ec612edd6cfa95a612cc1e88fbb2b4bcdc0360	10	sangraha_te	2026-02-10T11:46:19.653000+00:00	1200	G.2X
2026-02-10T11:56:31.511000+00:00	None	618	5.0	2.0	2	jr_40d38bad3f1d30f1e314575cb8020095c9e1b7cc971c0a428afb7f9b66bb1ce9	1	ncert	2026-02-10T11:46:03.538000+00:00	1200	G.1X
2026-02-10T11:53:59.098000+00:00	None	7207	5.0	10.0	5	jr_0970df005b773c0c75e66be492abeedd4742b9408093aba7c84ab811ffb6d50c	None	books	2026-02-10T09:53:43.745000+00:00	120	G.2X
2026-02-10T09:48:06.934000+00:00	None	276	5.0	2.0	2	jr_399d0bd78a7599309cebc7156069a30ecc6391c7ff227eb205dbfac7b04ed7eb	None	None	2026-02-10T09:43:22.484000+00:00	120	G.1X
2026-02-10T09:30:32.158000+00:00	None	186	5.0	2.0	2	jr_1895252aa67b1de6b8d1d980ae4ca63f611524c6813008cd5a8f4a072c0c2476	None	None	2026-02-10T09:27:18.817000+00:00	120	G.1X
2026-02-09T11:54:41.525000+00:00	None	117	5.0	16.0	8	jr_4b093d05dba5dd2da8f6e55130eab136ca18dba5093774931c618479d1681307	None	books	2026-02-09T11:52:24.015000+00:00	120	G.2X
2026-02-10T09:19:24.757000+00:00	Error Category: QUERY_ERROR; Failed Line Number: 1024; AnalysisException: [UNRESOLVED_COLUMN.WITH_SUGGESTION] A column or function parameter with name `sentence_count_estimate` cannot be resolved. Did you mean one of the following? [`table_count_estimate`, `token_count_estimate`, `fertility_estimate`, `line_count`, `heading_count`].;. Note: This run was executed with Flex execution. Check the logs if run failed due to executor termination.	172	5.0	2.0	2	jr_af288684c39c48df6d6ab617839b07cbfc56e38028f25584c0c70f06ec388a19	None	None	2026-02-10T09:16:24.859000+00:00	120	G.1X
2026-02-10T09:11:54.665000+00:00	Error Category: PERMISSION_ERROR; Failed Line Number: 1024; An error occurred while calling o450.checkpoint. Access Denied (Service: Amazon S3; Status Code: 403; Error Code: AccessDenied; Request ID: 82VQ1AC9D64XV8NV; S3 Extended Request ID: RVrITg1h9Dcqn623B+D1hn6oS4NEwl4ltPXO+WM+bhJFX9gn1kMuhXLLdKr5ctQikQL0+x3c1pM=; Proxy: null). Note: This run was executed with Flex execution. Check the logs if run failed due to executor termination.	152	5.0	2.0	2	jr_292998ec1d8fe51fbff942436c155d13f6286e51c28867cbec79543837fd3506	None	None	2026-02-10T09:09:15.459000+00:00	120	G.1X
2026-02-10T09:05:29.795000+00:00	Error Category: INVALID_ARGUMENT_ERROR; Failed Line Number: 1023; KeyError: 'SOURCE'. Note: This run was executed with Flex execution. Check the logs if run failed due to executor termination.	51	5.0	2.0	2	jr_e0bad8ff2582a228479626771ed2d2310f5d744d514604ccabc322234dca530c	None	None	2026-02-10T09:04:18.782000+00:00	120	G.1X
2026-02-11T04:39:11.537000+00:00	Error Category: UNCLASSIFIED_ERROR; Failed Line Number: 1053; An error occurred while calling o452.localCheckpoint. Job aborted due to stage failure: Task 315 in stage 5.0 failed 4 times, most recent failure: Lost task 315.3 in stage 5.0 (TID 2187) (172.39.228.181 executor 7): ExecutorLostFailure (executor 7 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages.	8274	5.0	40.0	20	jr_95d1059bde21d8eda3bc3adc5e943fb204aeff498e48421801613c923ba00e52	98.8	pes2o	2026-02-11T02:21:06.485000+00:00	1200	G.2X
2026-02-10T21:50:43.258000+00:00	Error Category: UNCLASSIFIED_ERROR; Failed Line Number: 1055; An error occurred while calling o454.checkpoint. Job aborted due to stage failure: Task 70 in stage 5.0 failed 4 times, most recent failure: Lost task 70.3 in stage 5.0 (TID 709) (172.35.215.233 executor 7): ExecutorLostFailure (executor 7 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages.. Note: This run was executed with Flex execution. Check the logs if run failed due to executor termination.	8269	5.0	16.0	8	jr_a80f1cbaf2a75e5122ffc547fa6df369e03469f80c5ca1d7758f3917539194ea	23.3	stackexchange	2026-02-10T19:32:46.974000+00:00	1200	G.2X
2026-02-10T20:14:27.011000+00:00	Error Category: UNCLASSIFIED_ERROR; Failed Line Number: 1055; An error occurred while calling o526.csv. Job aborted due to stage failure: Task 34 in stage 1.0 failed 4 times, most recent failure: Lost task 34.3 in stage 1.0 (TID 110) (172.39.242.156 executor 11): ExecutorLostFailure (executor 11 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages.. Note: This run was executed with Flex execution. Check the logs if run failed due to executor termination.	2493	5.0	16.0	8	jr_1039f096aa7d9d364da3a975523845caeffb22dd81d3676e2bad5cc7ee46646d	24.0	redpajama-arxiv	2026-02-10T19:32:45.978000+00:00	1200	G.2X
2026-02-10T20:15:47.264000+00:00	Error Category: UNCLASSIFIED_ERROR; Failed Line Number: 1055; An error occurred while calling o516.csv. Job aborted due to stage failure: Task 661 in stage 1.0 failed 4 times, most recent failure: Lost task 661.3 in stage 1.0 (TID 1245) (172.39.110.81 executor 23): ExecutorLostFailure (executor 23 exited caused by one of the running tasks) Reason: Remote RPC client disassociated. Likely due to containers exceeding thresholds, or network issues. Check driver logs for WARN messages.. Note: This run was executed with Flex execution. Check the logs if run failed due to executor termination.	2647	5.0	40.0	20	jr_4d35d0c91cd41bac5cb7151c375aeb6079ed4f3a43ecf8496c01f461643c0fce	98.8	pes2o	2026-02-10T19:31:32.214000+00:00	1200	G.2X
